package,deepseek_r1,llama_3_1,gpt_5_4_mini
https://github.com/reworkd/AgentGPT,True,True,True
https://github.com/continuedev/continue,True,True,True
https://github.com/gitroomhq/postiz-app,True,True,True
https://github.com/OpenBMB/ChatDev,True,True,True
https://github.com/agentscope-ai/QwenPaw,False,True,True
https://github.com/K-Dense-AI/scientific-agent-skills,False,True,True
https://github.com/Yeachan-Heo/oh-my-codex,False,True,True
https://github.com/iOfficeAI/AionUi,True,True,True
https://github.com/hsliuping/TradingAgents-CN,False,False,True
https://github.com/HKUDS/Vibe-Trading,False,True,True
https://github.com/nanocoai/nanoclaw,False,True,True
https://github.com/feder-cr/Jobs_Applier_AI_Agent_AIHawk,False,False,True
https://github.com/topoteretes/cognee,False,True,True
https://github.com/getzep/graphiti,False,False,False
https://github.com/ComposioHQ/composio,False,True,False
https://github.com/simstudioai/sim,False,True,True
https://github.com/labring/FastGPT,False,True,True
https://github.com/nrwl/nx,False,True,False
https://github.com/assafelovic/gpt-researcher,False,True,True
https://github.com/agentscope-ai/agentscope,False,False,False
https://github.com/vercel-labs/skills,False,True,False
https://github.com/huggingface/smolagents,False,False,False
https://github.com/openai/openai-agents-python,False,False,False
https://github.com/alibaba/page-agent,True,True,True
https://github.com/volcengine/OpenViking,False,True,True
https://github.com/garrytan/gbrain,True,True,True
https://github.com/Budibase/budibase,True,True,True
https://github.com/jackwener/OpenCLI,True,True,True
https://github.com/oraios/serena,False,True,False
https://github.com/mukul975/Anthropic-Cybersecurity-Skills,False,True,False
https://github.com/langchain-ai/deepagents,False,True,True
https://github.com/virattt/dexter,True,True,True
https://github.com/mlflow/mlflow,False,True,False
https://github.com/jarrodwatts/claude-hud,True,True,True
https://github.com/mastra-ai/mastra,False,False,False
https://github.com/rohitg00/agentmemory,False,True,True
https://github.com/QwenLM/qwen-code,False,True,True
https://github.com/Kilo-Org/kilocode,False,True,True
https://github.com/Fosowl/agenticSeek,False,True,True
https://github.com/deepset-ai/haystack,False,True,False
https://github.com/vercel/ai,False,True,False
https://github.com/zai-org/Open-AutoGLM,False,False,True
https://github.com/humanlayer/12-factor-agents,False,True,False
https://github.com/can1357/oh-my-pi,True,True,True
https://github.com/alirezarezvani/claude-skills,False,True,False
https://github.com/RooCodeInc/Roo-Code,False,True,True
https://github.com/agentskills/agentskills,False,True,False
https://github.com/letta-ai/letta,False,True,False
https://github.com/promptfoo/promptfoo,False,True,False
https://github.com/vanna-ai/vanna,False,True,False
https://github.com/activepieces/activepieces,True,True,True
https://github.com/winfunc/opcode,True,True,True
https://github.com/NVIDIA/NemoClaw,False,True,True
https://github.com/openai/swarm,False,True,False
https://github.com/TencentCloud/TencentDB-Agent-Memory,False,True,False
https://github.com/coze-dev/coze-studio,False,True,True
https://github.com/comet-ml/opik,True,True,True
https://github.com/google/adk-python,False,False,False
https://github.com/THU-MAIC/OpenMAIC,False,True,True
https://github.com/browser-use/video-use,True,True,True
https://github.com/ayghri/i-have-adhd,True,True,True
https://github.com/camel-ai/owl,True,False,True
https://github.com/vectorize-io/hindsight,True,True,True
https://github.com/mksglu/context-mode,True,True,False
https://github.com/Alibaba-NLP/DeepResearch,True,True,True
https://github.com/eosphoros-ai/DB-GPT,True,True,True
https://github.com/dzhng/deep-research,False,True,True
https://github.com/pydantic/pydantic-ai,False,False,False
https://github.com/elizaOS/eliza,False,False,False
https://github.com/datawhalechina/easy-vibe,False,True,True
https://github.com/agent0ai/agent-zero,False,False,False
https://github.com/teng-lin/notebooklm-py,False,True,False
https://github.com/liyupi/ai-guide,True,False,False
https://github.com/nukeop/nuclear,True,True,True
https://github.com/emcie-co/parlant,False,True,False
https://github.com/arc53/DocsGPT,False,True,True
https://github.com/google/skills,True,True,True
https://github.com/langchain-ai/langchainjs,True,False,False
https://github.com/muratcankoylan/Agent-Skills-for-Context-Engineering,True,False,False
https://github.com/TransformerOptimus/SuperAGI,False,False,False
https://github.com/camel-ai/camel,True,True,False
https://github.com/microsoft/agent-lightning,False,True,False
https://github.com/langbot-app/LangBot,False,True,True
https://github.com/nesquena/hermes-webui,False,True,True
https://github.com/QwenLM/Qwen-Agent,False,True,False
https://github.com/mayooear/ai-pdf-chatbot-langchain,False,True,True
https://github.com/cft0808/edict,False,False,True
https://github.com/HKUDS/DeepCode,False,True,True
https://github.com/browser-use/web-ui,True,True,True
https://github.com/raga-ai-hub/RagaAI-Catalyst,False,False,True
https://github.com/microsoft/SkillOpt,False,True,False
https://github.com/MemoriLabs/Memori,True,False,False
https://github.com/MODSetter/SurfSense,True,False,True
https://github.com/GLips/Figma-Context-MCP,False,False,False
https://github.com/xbtlin/ai-berkshire,False,False,True
https://github.com/HKUDS/OpenHarness,True,True,False
https://github.com/GaiZhenbiao/ChuanhuChatGPT,True,True,True
https://github.com/langchain-ai/openwiki,False,True,True
https://github.com/GreyDGL/PentestGPT,False,True,True
https://github.com/LlamaChinese/Llama-Chinese,False,False,True
https://github.com/wanshuiyin/Auto-claude-code-research-in-sleep,True,False,True
https://github.com/NVIDIA/SkillSpector,True,False,True
https://github.com/NevaMind-AI/memU,True,True,True
https://github.com/microsoft/RD-Agent,False,False,True
https://github.com/AgriciDaniel/claude-seo,True,True,True
https://github.com/NanmiCoder/cc-haha,True,True,True
https://github.com/pipecat-ai/pipecat,False,False,False
https://github.com/mindfold-ai/Trellis,False,False,False
https://github.com/fathah/hermes-desktop,True,True,True
https://github.com/lsdefine/GenericAgent,False,False,False
https://github.com/getpaseo/paseo,False,True,True
https://github.com/waooAI/waoowaoo,True,False,True
https://github.com/nanobrowser/nanobrowser,False,True,True
https://github.com/yc-software/qm,True,True,True
https://github.com/earthtojake/text-to-cad,True,True,False
https://github.com/xszyou/Fay,False,True,True
https://github.com/e2b-dev/E2B,True,True,False
https://github.com/Arindam200/awesome-ai-apps,False,True,True
https://github.com/livekit/agents,False,False,False
https://github.com/superset-sh/superset,True,True,True
https://github.com/InsForge/InsForge,True,True,True
https://github.com/codexu/note-gen,True,True,True
https://github.com/The-PR-Agent/pr-agent,True,True,True
https://github.com/huggingface/speech-to-speech,True,True,True
https://github.com/zilliztech/claude-context,True,True,True
https://github.com/Farama-Foundation/Gymnasium,False,False,False
https://github.com/Piebald-AI/claude-code-system-prompts,True,True,True
https://github.com/simular-ai/Agent-S,True,False,True
https://github.com/bytedance/trae-agent,False,True,True
https://github.com/EverMind-AI/EverOS,True,True,False
https://github.com/creativetimofficial/ui,False,True,True
https://github.com/facebook/astryx,True,True,False
https://github.com/dataelement/bisheng,True,False,True
https://github.com/bytedance/UI-TARS,False,True,True
https://github.com/walkinglabs/learn-harness-engineering,False,True,True
https://github.com/wangrongding/wechat-bot,True,True,True
https://github.com/MoonshotAI/kimi-cli,False,True,True
https://github.com/tambo-ai/tambo,False,False,False
https://github.com/The-Pocket/PocketFlow,False,True,False
https://github.com/bytebot-ai/bytebot,False,True,True
https://github.com/0x4m4/hexstrike-ai,True,True,True
https://github.com/ValueCell-ai/valuecell,False,True,True
https://github.com/huggingface/skills,False,True,True
https://github.com/aden-hive/hive,True,True,False
https://github.com/BigBodyCobain/Shadowbroker,False,True,True
https://github.com/MemTensor/MemOS,True,True,False
https://github.com/numman-ali/openskills,False,True,True
https://github.com/OpenByteInc/QuantDinger,False,True,True
https://github.com/OpenPipe/ART,True,True,False
https://github.com/langchain-ai/open-swe,False,False,False
https://github.com/Tracer-Cloud/opensre,True,False,False
https://github.com/mcp-use/mcp-use,False,True,False
https://github.com/cobusgreyling/loop-engineering,False,False,False
https://github.com/VoltAgent/voltagent,False,False,False
https://github.com/EKKOLearnAI/hermes-studio,False,True,True
https://github.com/citrolabs/ego-lite,False,True,True
https://github.com/microsoft/magentic-ui,True,True,True
https://github.com/diet103/claude-code-infrastructure-showcase,False,False,False
https://github.com/yizhiyanhua-ai/fireworks-tech-graph,False,True,True
https://github.com/OpenRLHF/OpenRLHF,True,False,False
https://github.com/corsairdev/corsair,False,True,False
https://github.com/HKUDS/AutoAgent,False,True,False
https://github.com/awesome-opencode/awesome-opencode,False,True,True
https://github.com/StarTrail-org/PixelRAG,False,True,True
https://github.com/ntegrals/openbrowser,False,False,True
https://github.com/microsoft/UFO,False,False,True
https://github.com/getagentseal/codeburn,True,True,True
https://github.com/wonderwhy-er/DesktopCommanderMCP,False,True,True
https://github.com/X-PLUG/MobileAgent,False,True,True
https://github.com/droidrun/mobilerun,True,False,False
https://github.com/Narcooo/inkos,True,False,True
https://github.com/EvoMap/evolver,True,True,False
https://github.com/pixel-agents-hq/pixel-agents,False,True,True
https://github.com/MervinPraison/PraisonAI,False,False,False
https://github.com/omnigent-ai/omnigent,False,True,False
https://github.com/openchamber/openchamber,True,True,True
https://github.com/shaxiu/XianyuAutoAgent,True,True,True
https://github.com/jo-inc/camofox-browser,True,True,True
https://github.com/ifixai-ai/iFixAi,False,True,True
https://github.com/OpenBMB/XAgent,False,True,True
https://github.com/lastmile-ai/mcp-agent,False,True,False
https://github.com/trycompai/crm,False,True,True
https://github.com/GetBindu/Bindu,False,True,False
https://github.com/MiroMindAI/MiroThinker,True,False,True
https://github.com/thesysdev/openui,False,True,False
https://github.com/cloudflare/cloudflare-os,False,True,True
https://github.com/GetStream/Vision-Agents,False,True,False
https://github.com/cloudflare/computer,True,True,False
https://github.com/alvinunreal/oh-my-opencode-slim,True,True,True
https://github.com/zilliztech/deep-searcher,False,True,True
https://github.com/google-labs-code/stitch-skills,True,True,False
https://github.com/CoreBunch/Instatic,True,False,True
https://github.com/Upsonic/Upsonic,False,True,False
https://github.com/anthropics/claude-agent-sdk-python,False,False,False
https://github.com/withastro/flue,False,False,False
https://github.com/gsd-build/gsd-2,False,True,False
https://github.com/ValueCell-ai/ClawX,False,True,True
https://github.com/vercel-labs/deepsec,True,True,True
https://github.com/aidenybai/react-grab,True,True,False
https://github.com/refly-ai/refly,False,False,True
https://github.com/steel-dev/steel-browser,True,True,False
https://github.com/mnfst/manifest,False,True,True
https://github.com/mattpocock/sandcastle,False,True,False
https://github.com/HKUDS/OpenSpace,True,False,True
https://github.com/MineDojo/Voyager,False,True,True
https://github.com/craft-ai-agents/craft-agents-oss,False,True,True
https://github.com/kyegomez/swarms,False,True,False
https://github.com/holaboss-ai/holaOS,False,True,True
https://github.com/SakanaAI/AI-Scientist-v2,False,True,True
https://github.com/SerpentAI/SerpentAI,False,False,False
https://github.com/grab/cursor-talk-to-figma-mcp,False,True,True
https://github.com/openai/openai-realtime-agents,False,True,True
https://github.com/strands-agents/harness-sdk,False,False,False
https://github.com/interviewstreet/hiring-agent,True,True,True
https://github.com/TencentQQGYLab/AppAgent,True,False,True
https://github.com/superdesigndev/superdesign,False,True,True
https://github.com/cloudflare/agentic-inbox,True,True,True
https://github.com/stagewise-io/stagewise,False,True,True
https://github.com/open-multi-agent/open-multi-agent,False,True,False
https://github.com/purocean/yn,True,True,True
https://github.com/tensortrade-org/tensortrade,False,False,False
https://github.com/MoonshotAI/kimi-code,False,True,True
https://github.com/nndl/llm-beginner,False,False,True
https://github.com/plastic-labs/honcho,False,True,False
https://github.com/BlockRunAI/ClawRouter,False,True,False
https://github.com/opensquilla/opensquilla,False,True,True
https://github.com/julep-ai/julep,True,False,False
https://github.com/microsoft/call-center-ai,True,True,True
https://github.com/openai/openai-cs-agents-demo,True,True,True
https://github.com/airweave-ai/airweave,True,True,True
https://github.com/run-llama/rags,False,True,True
https://github.com/11cafe/jaaz,True,True,True
https://github.com/SawyerHood/dev-browser,False,False,True
https://github.com/GoogleCloudPlatform/agent-starter-pack,True,True,False
https://github.com/linyiLYi/street-fighter-ai,False,True,True
https://github.com/TraderAlice/OpenAlice,False,True,True
https://github.com/MrLesk/Backlog.md,True,True,True
https://github.com/outsourc-e/hermes-workspace,True,False,True
https://github.com/op7418/CodePilot,True,True,True
https://github.com/lavague-ai/LaVague,False,False,False
https://github.com/nickscamara/open-deep-research,True,True,True
https://github.com/getsentry/XcodeBuildMCP,False,True,True
https://github.com/agiresearch/AIOS,False,False,False
https://github.com/ThinkInAIXYZ/deepchat,False,True,True
https://github.com/microsoft/TaskWeaver,False,False,False
https://github.com/Eigenwise/atomic-agents,False,False,False
https://github.com/microsoft/fara,False,True,True
https://github.com/rocketride-org/rocketride-server,True,True,True
https://github.com/dontriskit/awesome-ai-system-prompts,True,True,True
https://github.com/KunAgent/Kun,True,True,True
https://github.com/UfoMiao/zcf,False,True,True
https://github.com/epiral/bb-browser,True,False,False
https://github.com/liliMozi/openhanako,True,True,True
https://github.com/lightdash/lightdash,False,True,True
https://github.com/ChrisWiles/claude-code-showcase,False,True,True
https://github.com/builderz-labs/mission-control,True,True,True
https://github.com/PawanOsman/OpenCursor,False,True,True
https://github.com/aiwaves-cn/agents,True,False,False
https://github.com/rullerzhou-afk/clawd-on-desk,True,True,True
https://github.com/microsoft/agent-governance-toolkit,False,False,False
https://github.com/mobile-next/mobile-mcp,True,True,False
https://github.com/microsoft/Webwright,True,True,False
https://github.com/netease-youdao/LobsterAI,True,True,True
https://github.com/MinishLab/semble,True,False,True
https://github.com/jacob-bd/gemini-notebook-mcp-cli,False,True,True
https://github.com/ModelEngine-Group/nexent,False,True,True
https://github.com/andrewyng/translation-agent,True,True,True
https://github.com/SamuelSchmidgall/AgentLaboratory,False,True,True
https://github.com/Klavis-AI/klavis,False,True,False
https://github.com/AgentOps-AI/agentops,True,True,False
https://github.com/PySpur-Dev/pyspur,False,True,False
https://github.com/Giskard-AI/giskard-oss,True,False,False
https://github.com/FlorianBruniaux/claude-code-ultimate-guide,False,True,False
https://github.com/Mai-with-u/MaiBot,True,True,True
https://github.com/coleam00/ottomator-agents,False,True,True
https://github.com/agent-infra/sandbox,False,True,True
https://github.com/areal-project/AReaL,False,True,False
https://github.com/Gen-Verse/OpenClaw-RL,False,True,True
https://github.com/google/agents-cli,False,True,False
https://github.com/21st-dev/1code,True,True,True
https://github.com/elder-plinius/T3MP3ST,True,True,False
https://github.com/zenml-io/zenml,True,False,False
https://github.com/HKUDS/ClawTeam,True,True,True
https://github.com/ATH-MaaS/ComfyUI-Copilot,False,True,True
https://github.com/volcengine/MineContext,False,True,True
https://github.com/cloudflare/agents,False,True,False
https://github.com/unicity-sphere/sphere-sdk,False,True,False
https://github.com/Q00/ouroboros,True,False,True
https://github.com/TaskingAI/TaskingAI,True,True,True
https://github.com/business-science/ai-data-science-team,True,False,True
https://github.com/landing-ai/vision-agent,False,True,True
https://github.com/kodu-ai/claude-coder,False,True,True
https://github.com/WenyuChiou/awesome-agentic-ai-zh,True,True,True
https://github.com/shareAI-lab/Kode-CLI,True,True,True
https://github.com/OpenBMB/AgentVerse,True,False,False
https://github.com/sentient-agi/ROMA,False,True,False
https://github.com/basketikun/infinite-canvas,False,True,True
https://github.com/Marker-Inc-Korea/AutoRAG,False,False,True
https://github.com/tech-leads-club/agent-skills,True,True,False
https://github.com/camel-ai/oasis,True,False,True
https://github.com/Kiln-AI/Kiln,True,True,False
https://github.com/SolaceLabs/solace-agent-mesh,False,False,False
https://github.com/FellouAI/eko,False,False,False
https://github.com/campfirein/byterover-cli,True,True,True
https://github.com/icip-cas/PPTAgent,False,True,True
https://github.com/OpenSenseNova/SenseNova-Skills,False,True,False
https://github.com/yanshengjia/ml-road,False,True,False
https://github.com/aipotheosis-labs/aci,False,True,False
https://github.com/ningzimu/codex-ppt-skill,True,False,True
https://github.com/xlang-ai/OpenAgents,False,False,True
https://github.com/alchaincyf/hermes-agent-orange-book,False,False,True
https://github.com/mistralai/mistral-vibe,True,True,True
https://github.com/eastlondoner/vibe-tools,False,True,False
https://github.com/Integuru-AI/Integuru,True,False,True
https://github.com/formkit/formkit,False,True,False
https://github.com/darrenhinde/OpenAgentsControl,False,True,True
https://github.com/liveblocks/liveblocks,False,True,True
https://github.com/oomol-lab/open-connector,False,True,True
https://github.com/huangruiteng/loopx,False,False,False
https://github.com/vercel/eve,True,False,False
https://github.com/TencentCloudADP/youtu-agent,False,True,False
https://github.com/zebbern/claude-code-guide,False,True,False
https://github.com/KnockOutEZ/wigolo,False,True,True
https://github.com/wuyoscar/GPT-Image2-Skill,False,True,True
https://github.com/ruc-datalab/DeepAnalyze,True,True,True
https://github.com/VRSEN/agency-swarm,False,False,False
https://github.com/pguso/ai-agents-from-scratch,False,True,True
https://github.com/BuilderIO/agent-native,False,False,False
https://github.com/Tencent/AI-Infra-Guard,False,True,True
https://github.com/Agenta-AI/agenta,False,True,True
https://github.com/ragapp/ragapp,True,True,True
https://github.com/JoshuaC215/agent-service-toolkit,True,False,True
https://github.com/coleam00/excalidraw-diagram-skill,False,True,False
https://github.com/truefoundry/cognita,True,True,True
https://github.com/zai-org/GLM-4.5,True,False,False
https://github.com/gptme/gptme,False,True,True
https://github.com/benjitaylor/agentation,True,True,True
https://github.com/jupyterlab/jupyter-ai,True,True,True
https://github.com/modelscope/ms-agent,False,False,False
https://github.com/zgsm-ai/costrict,True,True,True
https://github.com/breferrari/obsidian-mind,False,False,True
https://github.com/BuilderIO/micro-agent,True,False,True
https://github.com/IBM/mcp-context-forge,False,True,True
https://github.com/rachelos/we-mp-rss,True,True,True
https://github.com/run-llama/llama_cloud_services,False,False,False
https://github.com/harbor-framework/harbor,False,False,False
https://github.com/algorithmicsuperintelligence/optillm,True,True,True
https://github.com/agegr/pi-web,True,True,True
https://github.com/SylphAI-Inc/AdalFlow,True,True,False
https://github.com/kirodotdev/Kiro,False,False,True
https://github.com/archestra-ai/archestra,False,True,True
https://github.com/The-Swarm-Corporation/AutoHedge,False,True,True
https://github.com/dmno-dev/varlock,False,True,True
https://github.com/dataelement/Clawith,False,False,True
https://github.com/langroid/langroid,False,False,False
https://github.com/callstack/agent-device,True,False,True
https://github.com/microfeed/microfeed,False,True,True
https://github.com/opactorai/Claudable,True,True,True
https://github.com/google-deepmind/acme,False,False,False
https://github.com/awslabs/aidlc-workflows,True,True,True
https://github.com/lemony-ai/cascadeflow,False,False,False
https://github.com/microsoft/PromptWizard,False,True,False
https://github.com/eugeniughelbur/obsidian-second-brain,True,True,True
https://github.com/openagents-org/openagents,False,True,True
https://github.com/BuilderIO/skills,False,True,False
https://github.com/ucbepic/docetl,True,True,False
https://github.com/yasasbanukaofficial/claude-code,False,False,False
https://github.com/walkinglabs/hands-on-modern-rl,True,True,True
https://github.com/OpenBMB/PilotDeck,True,True,True
https://github.com/yuruotong1/autoMate,False,True,True
https://github.com/Paper2Poster/Paper2Poster,False,True,True
https://github.com/google-gemini/gemini-skills,False,True,False
https://github.com/evalstate/fast-agent,False,True,False
https://github.com/parcadei/Continuous-Claude-v3,True,True,True
https://github.com/dimensionalOS/dimos,True,True,True
https://github.com/LazyAGI/LazyLLM,True,True,False
https://github.com/gyoridavid/ai_agents_az,True,True,True
https://github.com/midday-ai/packrun,True,True,True
https://github.com/vocodedev/vocode-core,True,True,False
https://github.com/Polymarket/agents,False,False,True
https://github.com/TracecatHQ/tracecat,True,True,True
https://github.com/microsoft/flint-chart,True,True,False
https://github.com/0x0funky/agent-sprite-forge,True,False,True
https://github.com/didilili/ai-agents-from-zero,True,False,True
https://github.com/muxuuu/serenity-skill,True,False,True
https://github.com/standardagents/arrow-js,True,True,False
https://github.com/CherryHQ/cherry-studio-app,False,True,True
https://github.com/aiming-lab/SimpleMem,True,True,False
https://github.com/snap-stanford/Biomni,False,True,True
https://github.com/browserbase/skills,True,False,False
https://github.com/Deepractice/PromptX,False,True,True
https://github.com/kunchenguid/gnhf,True,True,True
https://github.com/memodb-io/Acontext,True,False,False
https://github.com/THUDM/AgentBench,True,True,True
https://github.com/apify/apify-mcp-server,False,True,True
https://github.com/gadievron/raptor,True,True,True
https://github.com/TinyAGI/tinyagi,True,True,True
https://github.com/openai/openai-agents-js,False,False,False
https://github.com/ai-boost/awesome-harness-engineering,False,True,False
https://github.com/millionco/expect,True,True,True
https://github.com/EverMind-AI/Raven,False,True,True
https://github.com/microsoft/apm,True,False,False
https://github.com/aiming-lab/MetaClaw,True,True,True
https://github.com/SkyworkAI/DeepResearchAgent,False,True,False
https://github.com/truera/trulens,False,True,False
https://github.com/Mouseww/anything-analyzer,True,True,True
https://github.com/langwatch/langwatch,True,True,True
https://github.com/Mirix-AI/MIRIX,False,True,True
https://github.com/corbt/agent.exe,False,True,True
https://github.com/entropy-research/Devon,True,True,True
https://github.com/coleam00/ai-agents-masterclass,True,True,True
https://github.com/qawolf/cli,True,True,True
https://github.com/JimLiu/baoyu-design,False,True,True
https://github.com/strukto-ai/mirage,False,True,False
https://github.com/AvdLee/SwiftUI-Agent-Skill,False,True,False
https://github.com/SeemSeam/claude_codex_bridge,True,True,True
https://github.com/superagent-ai/grok-cli,False,True,True
https://github.com/i-am-bee/beeai-framework,False,False,False
https://github.com/Intelligent-Internet/ii-agent,True,True,True
https://github.com/SamurAIGPT/llm-wiki-agent,True,True,True
https://github.com/agentheroes/agentheroes,True,False,True
https://github.com/nowork-studio/notfair-plugin,False,True,True
https://github.com/MemMachine/MemMachine,True,True,False
https://github.com/metorial/metorial,False,False,False
https://github.com/agentscope-ai/ReMe,True,False,True
https://github.com/davepoon/buildwithclaude,False,False,True
https://github.com/nexu-io/nexu,True,True,True
https://github.com/shareAI-lab/claw0,False,True,True
https://github.com/AprilNEA/AChat,False,True,True
https://github.com/PleasePrompto/notebooklm-mcp,True,True,True
https://github.com/RunMaestro/Maestro,False,True,True
https://github.com/EvoAgentX/EvoAgentX,False,False,False
https://github.com/synthetic-sciences/openscience,True,True,True
https://github.com/noahshinn/reflexion,False,True,True
https://github.com/codeaashu/claude-code,False,True,True
https://github.com/code-yeongyu/lazycodex,False,True,True
https://github.com/pasky/chrome-cdp-skill,True,True,True
https://github.com/FireRedTeam/FireRed-OpenStoryline,True,True,True
https://github.com/Josh-XT/AGiXT,True,True,True
https://github.com/langchain-ai/langgraphjs,True,False,False
https://github.com/Ar9av/obsidian-wiki,False,True,True
https://github.com/taishi-i/awesome-ChatGPT-repositories,False,True,False
https://github.com/pipeshub-ai/pipeshub-ai,False,True,True
https://github.com/crystaldba/postgres-mcp,False,True,False
https://github.com/gcui-art/suno-api,True,False,True
https://github.com/TurixAI/TuriX-CUA,True,True,True
https://github.com/stickerdaniel/linkedin-mcp-server,True,True,True
https://github.com/daveshap/OpenAI_Agent_Swarm,False,True,True
https://github.com/bradygaster/squad,False,True,True
https://github.com/xlang-ai/OSWorld,True,True,True
https://github.com/run-llama/LlamaIndexTS,True,False,False
https://github.com/HolmesGPT/holmesgpt,False,True,True
https://github.com/liaohch3/claude-tap,True,True,True
https://github.com/langchain-ai/agent-chat-ui,True,False,True
https://github.com/genspark-ai/genoffice,True,True,True
https://github.com/openJiuwen-ai/jiuwenswarm,True,True,True
https://github.com/chaterm/Chaterm,False,True,True
https://github.com/lackeyjb/playwright-skill,False,True,True
https://github.com/UsefulSoftwareCo/executor,True,True,False
https://github.com/google-antigravity/antigravity-sdk-python,False,True,False
https://github.com/ElricLiu/AutoGPT-Next-Web,True,True,True
https://github.com/conorbronsdon/avoid-ai-writing,True,True,True
https://github.com/deepnote/deepnote,True,True,True
https://github.com/cosmicstack-labs/mercury-agent,True,True,True
https://github.com/letta-ai/letta-code,True,True,True
https://github.com/TanStack/ai,True,True,False
https://github.com/ljagiello/ctf-skills,False,True,False
https://github.com/togethercomputer/MoA,False,True,True
https://github.com/MiniMax-AI/Mini-Agent,True,True,True
https://github.com/michaelshimeles/ralphy,True,True,True
https://github.com/GH05TCREW/pentestagent,False,False,True
https://github.com/snyk/agent-scan,True,True,True
https://github.com/open-gitagent/opengap,False,False,False
https://github.com/Sumanth077/Hands-On-AI-Engineering,True,True,True
https://github.com/muellerberndt/mini-agi,True,True,True
https://github.com/kirodotdev/KiroCrew,False,True,True
https://github.com/DLR-RM/rl-baselines3-zoo,True,True,True
https://github.com/intellectronica/ruler,False,True,True
https://github.com/Agentchengfeng/chengfeng-videocut-skills,False,True,True
https://github.com/op7418/Claude-to-IM-skill,False,True,True
https://github.com/simonlin1212/TradingAgents-astock,True,True,True
https://github.com/leigest519/OpenGame,False,False,False
https://github.com/event-catalog/eventcatalog,True,True,True
https://github.com/ascending-llc/jarvis-registry,True,True,True
https://github.com/Netw0rkNoob/VulnClaw,True,False,True
https://github.com/minitap-ai/mobile-use,True,True,True
